time,ego_x,ego_y,ego_heading,ego_speed,ego_accel,preceding_x,preceding_y,control_throttle,control_brake,control_steer,mpc_accel_cmd,mpc_steer_cmd
0.1,0.0,4.440892098500626e-16,0.0,0.9800000786781311,-0.0,19.973048253300675,-1.666984803749827e-06,1.0,0.0,-0.36206015944480896,3.000000029992504,-0.44233989632805454
0.2,0.004355825430934601,-4.420463994847523e-12,0.0,1.960000276565552,3.0,19.977404106078737,-1.666989224657911e-06,1.0,0.0,-0.27865028381347656,3.0000000299859146,-0.3404355144375484
0.30000000000000004,0.011381424818381447,9.422774041611959e-05,7.829693604843868e-05,2.6026871908144997,3.0,19.98484295744187,0.000192325181020081,1.0,0.0,-0.2543879747390747,3.000000029982064,-0.31079350690232416
0.4,0.017563488862350596,3.5118905929110156e-05,7.989483270254283e-05,0.2898058318264453,3.0,19.99016679352536,0.00025663353144622647,1.0,0.0,-0.35812219977378845,3.000000029991377,-0.4375287710836711
0.5,0.017319318936216632,5.996084326831408e-06,7.80306199392733e-05,0.17647845153727248,3.0,19.98996982283053,0.00019621629462229784,1.0,0.0,-0.3607079088687897,3.0000000299915963,-0.4406878097611866
0.6,0.068823046057787,-0.00953384081654196,-0.007469367909345159,1.2494701685370866,3.0,19.989012900259183,9.619144237160704e-05,1.0,0.0,-0.2863524258136749,3.0000000299888043,-0.3498454342585376
0.7,0.2576915102552846,-0.040319813547236016,-0.028115257944075545,2.432084656776206,3.0,19.9882594936134,1.5018910165531807e-05,1.0,0.0,-0.18284496665000916,3.000000029983155,-0.2233872370114043
0.7999999999999999,0.5460354909501177,-0.08082266124565418,-0.0496668890655414,3.3097779332593387,3.0,19.990481426404386,-5.2915785884399824e-05,1.0,0.0,-0.1091376543045044,3.0000000299807055,-0.1333367831386193
0.8999999999999999,0.9147716205139318,-0.12513069064021964,-0.06669594002383583,4.054743768100942,3.0,20.108005144104993,-0.00015829368553199608,1.0,0.0,-0.05803524702787399,3.0000000299689322,-0.07090342273362757
0.9999999999999999,1.3548915742509848,-0.1720778553855773,-0.07796670407315975,4.7443199673287015,3.0,20.33760387211747,-0.00029106894361330404,1.0,0.0,-0.024594958871603012,3.0000000299443386,-0.030048407699685056
1.0999999999999999,1.8628191599431716,-0.2216247141016101,-0.08409277352866873,5.414701893584316,3.0,20.595226381958398,-0.00047302820660055644,1.0,0.0,-0.0035067894496023655,3.000000029910624,-0.0042843509439174
1.2,2.4141054251068397,-0.27184643442727374,-0.08619880131870339,5.682661657362651,3.0,20.84786316126997,-0.0005483290729588752,1.0,0.0,0.006684774067252874,3.0000000298894896,0.008166991388748315
1.3,3.002496579780086,-0.32248844313673963,-0.085672028055086,6.163796009346807,3.0,21.097491737985266,-0.0007507670742499251,1.0,0.0,0.013816827908158302,3.000000029834619,0.016880437573873176
1.4000000000000001,3.65450399084925,-0.3752324281665036,-0.08318756507415159,6.966807052119767,3.0,21.34538334338218,-0.000928716708507249,1.0,0.0,0.020369144156575203,3.0000000296457188,0.02488560209744395
1.5000000000000002,4.389978944839157,-0.43044442542250483,-0.07856538268620916,7.705498734820085,3.0,21.592266745465565,-0.0009528621432863815,1.0,0.0,0.023427018895745277,3.000000025337074,0.028621500088620563
1.6000000000000003,5.195632580766102,-0.4858648373987755,-0.07234849943752852,8.398356040200122,3.0,21.837991276953147,-0.0008713969084090945,0.6004643440246582,0.0,0.021477894857525826,1.8013930717620297,0.02624019601179651
1.7000000000000004,6.06551197582607,-0.5405545026780785,-0.06563307243278516,8.952780657453042,1.8013930320739746,22.08245349762761,-0.0007620320917942625,0.5407967567443848,0.0,0.016034746542572975,1.6223902651455124,0.019590136648492105
1.8000000000000005,6.973668804682163,-0.5932832046325927,-0.05976905802853949,9.214159362748207,1.6223902702331543,22.32621576938851,-0.0012461825971270546,0.422893762588501,0.0,0.010685413144528866,1.2686812750087246,0.01305469307149323
1.9000000000000006,7.902025951854071,-0.6439245881631592,-0.05529734424218713,9.380671272328252,1.268681287765503,22.56948051787667,-0.0007766551969485835,0.4062861502170563,0.0,0.004132109694182873,1.2188584103829965,0.005048323779646713
2.0000000000000004,8.840515004378261,-0.6941336148036164,-0.05279876650747539,9.447841888498392,1.2188584506511688,22.812444490174542,-0.0009932324179051655,0.37987834215164185,0.0,-0.0024125033523887396,1.1396349882501529,-0.002947428689066776
2.1000000000000005,9.781367226756629,-0.7446300615368604,-0.05252046617356143,9.44846840275769,1.1396350264549255,23.055571297576023,-0.0008107150796663465,0.4020642936229706,0.0,-0.009950208477675915,1.2061929244663618,-0.012156471698555401
2.2000000000000006,10.722197823994918,-0.7963608157660089,-0.05445072533165085,9.44440138395245,1.2061928808689117,23.29812504559743,-0.0008690392721102391,0.392992228269577,0.0,-0.01831096038222313,1.1789767190387292,-0.0223710565692263
2.3000000000000007,11.662534891580634,-0.8538360876754156,-0.05901032343397539,9.420390318328955,1.178976684808731,23.538812011634818,-0.0015577355334148724,0.4188242256641388,0.0,-0.028316622599959373,1.256472707138316,-0.03459527729347386
2.400000000000001,12.599766142726068,-0.918598594082995,-0.0665888809480144,9.394877880075997,1.2564726769924164,23.781034692454767,-0.0015848873338144553,0.4234013557434082,0.0,-0.03986302390694618,1.2702041055314697,-0.04870186736045857
2.500000000000001,13.533965026659388,-0.9940932020782682,-0.07766789739885294,9.377017072979882,1.2702040672302246,24.02477264069148,-0.0017433614109028106,0.4359826445579529,0.0,-0.05301286652684212,1.3079479585795257,-0.06476742599791119
